id	regeste	first_ent	first_ent_label
1438_III_25	Pernhart der Roerenpekch, der Sohn des verstorbenen Hanns des Roerenpekch, und Anna, die Tochter Hanns des Leubesdarffêr, verzichten auf alle ihre Ansprüche an Abt Lucas und den Convent zu Goettweig wegen eines Hofes und einer Hofstätte zu Ekchendarff unterm Goettweig zunächst dem Hause des Fruebierten und wegen etlicher Burgrechtsäcker und Weingärten um den Gottweig, es sei Lehen oder Burgrecht, welche ihr verstorbener Vater und Grossvater Hanns der Roernpekch innehatte, gegen eine Geldentschädigung, welche ihnen benannte Spruchleute (nr. 1230) zusprachen, und welche der Abt und Convent bereits bezahlt haben.Siegler: für Pernhart den Roerenpekch, welcher kein Siegel hat, siegelt (I.) der edel Wolfgang Pirhinger, für Anna (so ich obgemelte Anna auch nicht aigen insigel enhab) siegelt (II.) Hanns der Leubesdarffer und die edeln Herren (III.) Ott von Topell und (IV.) Ruedolf von Schêfftenbergkch.Datum: Geben (1438) an unser frawn tag der verchundung in der vassten.	Sohn	PER
1438_IV_07	Die Notare Johann Hutt von Feucht, Cleriker der Eichstädter Diöcese, und Berthold Gugk von Mittenbald, Cleriker der Freisinger Diöcese, beurkunden, dass Abt Lucas von Göttweig einerseits in seinem und des Conventes Namen und Johann von Rosenaw, Pfarrer zu Chulib, andererseits in ihrem Streite über das Mass, in welchem das Drittel des dritten Theiles der Zehente in Chulib zu messen ist, und über die Verpachtung, Zahlung, Ablösung und Einbringung derselben sich vor ihnen und benannten Zeugen auf Johann von Meyrs, Licenciat der Decretalen, Canonicus zu Passau und Kanzler König Albrechts [II.], welcher anwesend war, als Schiedsrichter vereinbart und sein Urtheil unter der von ihm ausgesprochenen Strafe als rechtskräftig anzusehen versprochen haben. Dieser fällt hierauf folgenden Urtheilsspruch: primo pronunciavit decrevit laudavit declaravit et diffinivit terciam partem tercie partis decime predicte dicto domino plebano et sue ecclesie in mensura dicta chastenmaszs, qua dominus abbas in recipiendo suas decimas in suo granario utitur, dandam et perpetuis temporibus dari debere fraude et dolo quibuslibet penitus procul pulsis. Deinde pronunciavit, ordinavit et decrevit, quod communem locacionem ipsarum decimarum tam officialis domini abbatis quam etiam ipse plebanus aut suus procurator simul facere debeant hominibus ipsas decimas convenire volentibus et nullus eorum sine altero huiusmodi locacionem in toto vel in parte facere debeat, nisi una parcium alteri vices suas committeret aut una ipsarum parcium tempore huiusmodi locacionis non posset aut nollet esse presens in loco, extunc alia pars presens posset absentis partis seu nolentis in huiusmodi locacionibus supplere defectum. Item pronunciavit laudavit et ordinavit circa solucionem et percepcionem ipsarum decimarum sic esse agendum, quod omnes decime predicte primo duci debent ad granarium domini abbatis, ubi granator ipsius domini abbatis pro tempore recipit duas tercias ipsum contingentes, et tercia pars earundem decimarum, que ad prefatum dominum plebanum pertinet, extunc statim per ipsos conductores duci debet ad dotem plebani et ipsi ibi plebano presentari et hoc ipsum tam granator domini abbatis quam plebanus debent ipsis conductoribus circa locaciones decimarum intimare, ut secundum hoc se regere sciant, et quando ipse decime importantur et solvuntur, quod dominus abbas Gottwicensis aut suus procurator primo recipere debeat duas tercias cuiuscumque grani sie importati et dominus plebanus terciam terciam eiusdem grani et sie deinceps, quousque predictus dominus abbas aut suus procurator duas tercias et ipse plebanus terciam terciam dictarum decimarum de singulis granis sic importatis simul recipiant absque fraude et dolo. Item pronunciavit statuit et ordinavit, si forte casu eveniente homines decimatores unus vel plures ipsas decimas redimere et peccunias pro ipsis decimis seu granis dare voluerint aut si forte ipsis conductoribus ex causa racionabili equitate requirente umquam aliqua remissio fuerit facienda, quod ad hoc utriusque partis debeat accedere consensus et neutra pars sine consensu alterius hoc facere habeat isto signanter adiecto, si ambe partes in huiusmodi redempcionem seu remissionem bladorum simul consentire nollent, quod extunc salvum sit ius cuilibet ipsarum parcium aut peccunias vel blada, quantum ipsam partem renitentem pro sua parte iuxta ratam contingit, ab ipsis decimatoribus recipiendi aut remissionem faciendi. Item pronunciavit laudavit et declaravit, quod omnes et singule dissensiones et differencie inter ipsas partes predictas et officiales et subditos earundem occasione cause predicte suborte penitus et omnino debeant esse sopite et concordate et quod neutra parcium debeat aliam super hiis verbo vel facto inquietare vel sibi questionem movere in iudicio aut extra iudicium quovis quesito ingenio seu colore. Ferner setzt er auf die Verletzung dieses Schiedsspruches, welcher beiderseits angenommen wurde, oder einer einzelnen Bestimmung eine Strafe von 200 Goldgulden, welche an den jeweiligen Bischof von Passau zu zahlen sind, und reserviert sich das Recht, obige Artikel zu interpretieren und von neuem, wenn nöthig, zu verkünden.Datum: Acta sunt hec Wienne, Pataviensis diocesis in domo cancellarie dicti domini regis (1438), indictione prima, die vero lune septima mensis aprilis, hora nonarum vel quasi, pontificatus etc. Eugenii etc. pape quarti anno octavo.Zeugen: presentibus ibidem religioso honorabili, circumspectis et providis viris, fratre Wolfgango professo dicti monasterii Gotwicensis, Caspar Czener, sacri iuris canonici baccalaurio, clericis; Vlrico Eybesprunner, Walthero Weidacher et Iohanne Pawmpartner armigeris et laicis litteratis Pataviensis diocesis, testibus.	Johann Hutt	PER
1438_VII_20	Hanns Meyrasêr, Pfleger zu Goboltpuerg, beurkundet, dass die beiden streitenden Parteien Peter der Rostauschêr von Mulbach einerseits und Wolfgang der Ruespolch, Margret die Frau des Vnger von Hahenwart und Clement der Scherdinger als Vertreter Niclas des Olmm, des Pfarrers zu Waiczendorf, anderseits ein Schiedgericht vereinbart haben. Ersterer erwählt den edeln Jorg von Toppel, Hanns den Tyeminger und Christann den Kuentter, Mauthner zu Emberstorff, letztere erwählen den Vllreich Strazperger, Hofmeister im Melkcherhofe zu Rauelspach, Jorg den Alberndorffer von der Nêwstift und Kolmann den Sitsamen von Lewbs als Spruchleute und stellen ihn als Ortmann auf. Für den Fall, dass sich die Spruchleute nicht einigen könnten, hat er den Streit zu entscheiden, was auch eintritt. Er entscheidet nun, dass die Kläger, da Peter Rostauscher und seine Frau den halben Hof zu Muelbach von Abt Peter [II.] von Kotwêyg gekauft und seit sechs Jahren innehaben, wofür sich ihnen auch der jetzige Abt Lucas als Lehensherr zur Gewähr setzt, mit ihren Ansprüchen letzteren zu belangen und das von ihnen auf dem Felde des Rostauscher widerrechtlich aufgehobene Getreide nach dem Urtheile ehrbarer Leute zu vergüten haben. Der dawiderhandelnde Theil verfällt König Albrecht [II.] mit 100 Gulden.Siegler: (I.) Hanns Meyrasêr.Datum: Geben zu Stain (1438) an suntag vor sannd Jacobstag des heiligen zwelefpoten.	Hanns Meyrasêr, Pfleger	PER
1438_VIII_24	Ludweig von Groessten, gesessen zu Ekkendarff, Anna seine Frau und Georg der Sohn des verstorbenen Georg des Oberndarffer einigen sich in ihrem Streite mit dem erbern Erhartt dem Lauchlaibel und Margareth dessen Frau um die Erbschaft nach der verstorbenen Susanna der Oberndarfferin auf ein Schiedgericht, wählen die erbern Taman von Kirchperg, Richter des Stiftes zu Gottweig, Erhartt Pinnter zu Krudsteten, Geoerg Angrer zu Pawdarff, Peter Tudelmann am Aygen und Paul den Fleischakcher zu Furtt als Spruchleute und verpflichten sich, den Schiedspruch unter den von denselben ausgesprochenen Strafen einzuhalten.Siegler: (I.) der edel Leb der Goeczesdarffer und (II.) Hanns der Pawngarttner der ältere.Datum: geben (1438) an sand Bartholometag des heiligen zwelifpoten.	Ludweig von Groessten,	MISC
1438_VIII_24.1	Erhart der Lauchlaibel, Pfistermeister des Stiftes zu Gottweig, und Margareth seine Frau erwählen in ihrem Streite mit dem erbern Ludweig von Groessten, gesessen zu Ekchendarff, Anna dessen Frau und Geoerg dem Sohne des verstorbenen Geoerg des Oberndarffer um die Erbschaft nach ihrer verstorbenen Schwiegermutter, respective Mutter Susanna der Oberndarfferinn benannte Spruchleute (nr. 1236).Siegler: die edeln (II.) Leb der Goetzesdarffer und (I.) Hanns der Pawngarttner der ältere.Datum: geben (1438) an sand Bartholometag des heiligen zweliffpoten.	Erhart	PER
1438_XI_13	Anna die Witwe nach Hanns dem Wagner verzichtet im Namen ihrer Kinder Hanns, Genglein und Margret auf deren Ansprüche auf das von ihrer Tochter Agnes, der verstorbenen Frau des Niklas des Ruttenschober, hinterlassene Erbe, welches derselbe innehat, deren Vertretung ihr von ihnen übertragen wurde, zu Gunsten ihres Eidams und dessen Erben gegen eine von demselben geleistete Entschädigung.Siegler: (I.) der erber Jacob der Slater, Bürger zu Krems.Datum: geben etc. an phincztag nach sand Marttntag (1438).	Anna	PER
1439_II_28	Taman von Chirchperg beurkundet, daß er in seinem Streite mit dem Abte Lucas zu Gottweig wegen seiner Forderung an das Stift, da sie sich beide nicht einigen konnten, auf ein Schiedsgericht vereinbarte, indem er den ,edlen' Wilhalm von Topell und Abt Lucas den ,edlen' Georg von Topell, beide gemeinsam aber den ,edlen' Ott von Topell als Schiedsrichter erwählten, deren Spruch sie sich unterwerfen wollen.Siegler: Taman von Chirchperg und der .edel' Hanns von Chogell.Datum : Geben zu Gottweig am sambstag nach sant Mathiastag 1439.	Taman von Chirchperg	LOC
1439_IV_19	König Albrecht II. verleiht Veit dem Missingdorfer das Spickenholz bei Gross-Weikersdorf.	Albrecht II.	PER
1439_IV_22	Niclas Daewm, Bürger zu Sand Polten, und Agnes seine Frau verkaufen Abt Lucas und dem Convente zu Goettweig um 53 lb. Wiener d. und 1 ungarischen Gulden zu Leikauf ihren Zehent zu Geresdorff auf dem lehen, do Mathes Grueemaedl aufsiczet, drew achtaill zehent, auf dem lehen, do Andre Flins aufsiczet, drew achtaill zehennt, auf Fridleins Paewren lehen drew achtaill zehent und auf dem lehen, do Jorig Lehner aufsiczet, drew achtaill zehent und darczue auf dem Jegerhoff anderthalb achtaill zehent, welche vom Stifte zu Goettweig zu Burgrecht rühren.Siegler: (I.) Niclas der Daewm, (II.) Hanns der Sollsneider, Stadtrichter zu Sand Polten, siegelt für seine Tochter Agnes, (III.) der edel Wolfgang Friesinger.Datum: Geben (1439) am mittichen vor sand Georigentag.	Niclas Daewm, Bürger	PER
1439_IV_24	Steffan Stueczhafen, Anna die alte Smidin, Peter Hahendrin und Anna die Witwe nach Paul Rêntlein, alle gesessen zu Ottentall, beurkunden, dass Steffan Stueczhafen von 1 ½ Joch Aecker in dem Felde auf dem Muelbeg,1 von welchem er dem Stifte Goettweig in das Amt Doerfflein [Dörfl bei Kirchberg] jährlich 6 d. an sant Michelstag zu Burgrecht zu zinsen hat, Anna die Smidin auch von 1 ½ Joch Aecker daselbst mit 6 d. Burgrechtszins, Peter Hahendrin von ½ Joch Aecker daselbst mit einem Burgrechtszinse von 2 d. und Anna die Witwe nach Paul dem Rêntlein von ½ Joch Aecker daselbst mit einem Burgrechtszinse von 2 d. dem Stifte wegen lange versessenen Zinses zu Wandel verfallen waren, welchen ihnen jedoch Abt Lucas als Burgherr sammt den versessenen Zinsen unter der Bedingung erlassen hat, dass sie ein jeder in Zukunft seinen Zins am sant Michelstag zinsen.Siegler: die edeln (I.) Pernhart der Chirchperger und (II.) Georg der Alberndarffêr.Datum: Geben (1439) an sand Georgentag.	Steffan Stueczhafen,	PER
1439_IV_25	Erhart Lauchlaibel, Pfistermeister des Stiftes zu Goettweig. Margreth dessen Frau und Anna, die Tochter des verstorbenen Geoerg des Oberndarffer und Frau Ludweigs von Groessten zu Ekkendarff, bestätigen das Vermächtnis ihrer Mutter, beziehungsweise Schwiegermutter und Grossmutter der verstorbenen Susanna, der Witwe nach Ott dem Oberndarffer zu Ekkendarff, an das Stift Gottweig bestehend aus dem Getreidezehent auf den Reutten bei Hoernpach, welcher vom Stifte Gottweig zu Burgrecht rührt und an den sie als nächste Erben das Anrecht hatten. Sie reservieren sich jedoch den Besitz und die Nutzung desselben für die Lebenszeit des Erhart Lauchlaibel und dessen Frau Margreth während welcher sie alle vier das Erträgnis desselben gleich theilen und dem Stifte jährlich 12 d. an sand Michelstag zu Burgrecht zinsen. Nach deren Ableben fällt der Zehent ohneweiters an das Stift.Siegler: der edel Herr Ott von Toppel, (II.) der edel Hanns der Kloeell, Richter des Stiftes zu Goettweig, und der Mertt der Prepekch, Bürger zu Stain.Datum: geben (1439) an sand Marcustag.	Erhart Lauchlaibel	PER
1439_VI_02	Jakob Motz von Kempten, Priester der Augsburger Diözese, quittiert dem Abte Lucas von Göttweig und den übrigen Prälaten im Herzogtum Österreich aus dem Benediktinerorden und von den Augustinerchorherren die Bezahlung von 12 echten ungarischen Goldgulden für seine ihnen am Baseler Konzil und auf der Reise geleisteten Dienste und erklärt seine Ansprüche hiemit als befriedigt.Siegler: der Urkundenaussteller mit dem Signet.Datum: Wienne die martis secunda mensis junii (1439).	Jakob Motz	PER
1439_VI_21	Thoman Kralinger zu Kreling verschreibt seiner Frau Anna mit Handen des Abtes Lucas zu Gottweig als Grundherrn seine Hufe zu Kreling nächst der Celczerinn, von welcher man jährlich in die Abtei zu Gottweig an sannd Yppoltentag 1 lb d und in den Amthof zu Noppendorf 60 d an sand Michelstag, um sand Gilgentag zwei Schaff Vogthafer an die Donau, fünf Käse zu sand Gorgntag, zwei Herbsthühner, eine Faschinghenne und in der Weinlese eine halbe Weinfuhr von Kunigsteten zu zinsen hat.Datum: Actum 1439 dominica ante Iohannis Baptiste.	Thoman Kralinger	PER
1439_VI_29.1	Weihbischof Mathias von Passau benediciert und reconciliiert benannte Kapellen in Göttweig.	Mathias von Passau	PER
1439_VI_29	Vlreich Ierrenfrid, beurkundet, dass er von 9 Joch Aecker gelegen in dem veld zu Engellmarsprunn, das das Klainer veld haisst, der siben jeuchart gelegen sind an ainem rain und dy andern zwo auch an ainem rain, welche er von dem Stifte zu Gottweig gegen einen Jahreszins von 35 Wiener d. an sant Michelstag an das Stiftsamt zu Doerfflein zu Burgrecht innehat, dem Abte Lucas zu Goettweig als Burgherrn wegen lange ver-sessener Zinse zu Wandel verfallen war, welchen ihm derselbe sammt dem versessenen Zinse mit der Bedingung, die Zinspflicht in Zukunft genau einzuhalten, erlassen hat.Siegler: (I.) Vlreich Ierrenfrid, (II.) der edel Fridreich Hachstetêr.Datum: Geschehen (1439) an sant Peter und sant Paullstag.	Vlreich	LOC
1439_VIII_01	Pfarrer Kaspar zu Pyhra und die Pfarrgemeinde erwählen in einem Rechtsstreite Schiedsrichter zur Entscheidung desselben.	Kaspar zu Pyhra	PER
1439_XI_08	Niclas Wadelpintêr beurkundet, dass er wegen seiner Handlungsweise gegen Abt Thamon und das Stift zu Gottweig eingekerkert war, dass ihm aber der Abt die verdiente Strafe erlassen hat, wogegen er auf alle Ansprüche an das Stift und dessen Unterthanen verzichtet und alle Feindschaft aufgibt. Brechen Niclas, seine Erben oder sonst jemand an ihrer statt dieses Uebereinkommen, so ist er dem Abte und Stifte mit Leib und Gut verfallen.Siegler: die edeln (I.) Hanns der Klal, Richter des Stiftes zu Gottweig, und (II.) Hanns Tyeminger.Datum: Geben zu Gottweig an suntag nach sannd Lienhartstag (1439).	Niclas Wadelpintêr	PER
1439_XII_21	Kathreÿ, die Frau Christans des Pekchen zu Furt, und die Brüder Paul, Niclas und Steffann, die Söhne des verstorbenen Erhartt des Pekchen und der benannten Kathrein, verkaufen mit Handen ihres Grundherrn, des Abtes Taman zu Gottweig dem beschaiden Erhart dem Lauchlaibel und dessen Frau Margareth ihre Mühle am Aygen zunächst dem Hause Peter's des Tudelmann, von welcher jährlich 40 Wiener d. zu sand Marteintage an die Abtei zu Gottweig und 1 Mut Korn ir selbs mass je zur Hälfte zu Weihnachten und zu sand Georgentage in den Phisterhoff1 des Stiftes zu zinsen sind.Siegler: [I.] Abt Taman zu Gottweig als Grundherr.Datum: Geben (1439) an sannd Thomantage des heÿligen zwelfpoten.	Christans des Pekchen	PER
1440_III_09	Jacob von Lêwtakcher und Kathreÿ dessen Frau verkaufen Abt Thaman und dem Convente zu Goettweÿ 2 d. freie Burgrechtsgülten auf zwei Weingärten in der Hinderleitten,1 1 d. auf einem Achtel Weingarten des Stephan Hirs und dessen Frau Margret und 1 d. auf einem Achtel Weingarten des Sŷman Mader zu Pawdorff.Siegler: Jacob von Lêwtakcher, der edel Hanns Tyemingêr.Datum: Geben (1440) an mitichen vor sand Gregoriitag des heiligen lerêr.	Jacob von Lêwtakcher	PER
1440_III_24	Wilhalm Gebelsdoerffêr zu Wienn, Hanns Piderman von Lanndeshueet und Chuenrat Strobl, Bürger zu Wienn als geschêfftherr des verstorbenen Hainreich des Phlênnczlein verkaufen mit Handen des erbern Michel des Riennolt, Bürger zu Kloesternewnbuergk. Schlüssler und Amtmann des Herzoges Friedrich [V.] daselbst, Abt Thoeman und dem Convente zu Goettweyeg um 160 lb. Wiener d. zwei Häuser bei der Tuenaw, eines nächst dem Hause Jacobs des Floeczer, das andere nächst dem Hainreichs des Schêblêr, welche dem verstorbenen Jacob dem Gebhart gehörten und von denen man dem Herzoge jährlich je 3 ß. Wiener d. an sand Joergentag und an sand Michelstag zu Grundrecht zinst. Auf dieselben hat Wilhalm der Gebelsdoerffer wegen einer Schuld von 26 lb. 60 d. und Hanns Piderman auf den Mehrwert (uebertewrung) wegen einer Schuld von 216 Gulden einen Gerichtsbrief erlangt. Der Kaufschilling wird unter die Gläubiger so aufgetheilt, dass Wilhalm Gebelsdoerffer 26 lb. 60 d., Chuenrat der Strobl 42 Gulden, für welche sie dem verstorbenen Hainreich dem Phlênnczlein verpfändet waren, der Amtmann Michel Riennolt 8 Gulden, welche ihm der verstorbene Gebhart und dessen Frau schuldig waren, die Bürgerzeche dacz sand Mertten zu Kloesternewnburg 48 lb. d. und 18 lb. d. an versessenem Burgrechtszinse, der Amtmann Michel Riennolt an schuldigem Grunddienste 10 lb. d. und Hanns Piderman den Rest von 15 lb. 30 d. erhält. Sie übergeben den Käufern die zwei Gerichtsbriefe mit der Bedingung, dass sie ihnen im Falle der Ansprache zum Zwecke des Rechtsbeweises wieder überantwortet werden, worauf sie wieder zurückerstattet werden. Gehen die Briefe den Käufern verloren oder werden sie von ihnen den Verkäufern nicht zur rechten Zeit ausgeliefert, so haben sie den etwa daraus erwachsenden Schaden zu tragen.Siegler: (I.) Wilhalm der Gebelsdoerffer, (II.) Chuenrat Strobl, (III.) der erber Lewpolt der Floeczer, Bürger und Rathsherr zu Newnbuergk siegelt für Hanns Piderman, welcher kein Siegel hat, (IV.) der Amtmann Michel Riennolt und (V.) der erber Hanns Waiczhouer, Bürger daselbst.Datum: Geben an unser frawen abund zu der chundung (1440).	Wilhalm Gebelsdoerffêr	PER
1440_V_20	König Friedrich IV. schreibt Abt Thomas von Göttweig wegen der Wehrhaftmachung der Städte Krems und Stein.	Friedrich IV.	PER
1440_VI_10	Das Basler Concil verleiht den Aebten von Göttweig das Recht der Mithra, des Ringes, des Pedum und andere benannte Rechte.	Basler Concil	ORG
1440_VI_10.1	Das Basler Concil verleiht Göttweig einen Ablass von 4 Jahren und 40 Tagen für gewisse Festtage unter angegebenen Bedingungen.	Basler	LOC
1440_VII_09	Das Basler Concil beauftragt den Bischof Leonhard von Passau, die Bitte des Abtes um Erlaubnis, dass die Pfarrgemeinde die Stiftskirche an fixierten Tagen besuchen dürfe, zu untersuchen und entsprechende Bestimmungen zu treffen.	Basler Concil	ORG
1440_VII_09.1	Das Basler Concil verleiht der Kapelle zum heil. Blasius am Fusse des Göttweigerberges einen Ablass.	Basler Concil	ORG
1440_VII_11	König Fridreich [IV.] bestätigt dem Stifte zum Goettwey auf Bitten des Abtes [Lucas] die Privilegien der Urkunde Herzog Albrechts [V.] (nr. 1053), welche wörtlich inseriert ist.Siegler: König Fridreich [IV.].Datum: Geben ze Wien versiglt mit unserm insigel, das wir in unserem fuerstentumb unczher gebraucht haben, an sand Margretentaga abend (1440), unsers reichs im ersten iare.	Fridreich	PER
1440_IX_11	Georg Schekch von Wald und Colman Schekch sein Sohn erhalten von Abt Taman und dem Convente zu Gottweig gegen eine Geldsumme den Getreidezehent des Stiftes am Gretzhoff in Pirhar pharr bei sand Cecili cappellen1 zu Leibgeding.Siegler: (I.) Georg Schekch für sich und seinen Sohn Colman (wann ich aigen gegraben insigel nicht enhab), (II.) ihr Vetter der edle Georg der Schekch von Wokching.Datum: Geben (1440) an nagsten suntag nach unser frawen geburdtag der heiligen junkchfrawen.	Georg Schekch von Wald	PER
1440_IX_29	Stefan Hyers und Margaretha seine Frau schliessen mit Göttweig einen Dienstvertrag ab.	Stefan Hyers	PER
1440_IX_30-X_10	Paul von Miliczin von Olmütz verleiht dem Ritter Benesch von Miliczin die verpfändete Burg Blansk unter angegebenen Bedingungen.	Paul von Miliczin	PER
1440_X_13	Bischof Leonhard von Passau untersucht als der vom Basler Concile bestellte Executor die demselben von Abt [Thomas] und dem Convente zu Göttweig vorgelegte Bitte, erklärt, dass manches verschwiegen, manches aber wahr sei, und bestimmt, dass die Bittsteller nicht verpflichtet sein sollen, während der Zeit, wo in der Stiftskirche Gottesdienst gehalten wird, an den in der Concilsurkunde benannten Tagen einen Conventualen zur Verkündigung des Wortes Gottes und Abhaltung des Gottesdienstes in die Pfarrkirche zu senden, und dass die Pfarrangehörigen in der Stiftskirche und in der dazugehörigen Krypta dem Gottesdienste und der Verkündigung des Wortes Gottes beiwohnen können. Dafür ist der Gottesdienst desto feierlicher abzuhalten, eine je grössere Andacht der Gläubigen davon erhofft wird, wozu der Abt und Convent im Gewissen verpflichtet werden.Siegler: (I.) Bischof Leonhard von Passau.Datum et actum in Mauttarn in curia nostra episcopali die tredecima mensis octobris (1440).	Leonhard von Passau	PER
1440_XII_23	Bischof Leonhard beurkundet, dass in dem Streite zwischen Abt Thomas und dem Convente von Göttweig einerseits und den Passauer Officialen anderseits über die Zehente von den Neubrüchen in der Pfarre Obern Welmingk, welche nach dem Gewohnheitsrechte zur Passauer Kirche gehören, erstere vor ihm erschienen seien und erklärten, dass ihnen die Zehente daselbst als Schenkung von ihrem Stifter Bischof Altmann gehört haben, welche auch dessen Nachfolger bestätigt haben, und baten, er möge sie in ihrem Rechte schützen und die wörtlich inserierte Urkunde des Bischofes Reginmar (Fuchs, Göttweiger Urk.-Buch I, nr. 26) sowie alle übrigen Schenkungen der Passauer Bischofe bestätigen. Dieser Bitte entspricht er unter Zustimmung seines Capitels in Anbetracht dessen, dass der Convent seinen klösterlichen Verpflich-tungen Ordnungsgemäss nachkommt.Siegler: (I.) Bischof Leonhard und (II.) das Passauer Domcapitel.Datum Patavie vicesima tercia die mensis decembris (1440).	Leonhard	PER
1441_II_05	Achacz Haymel, Bürger zu Stain, verzichtet für sich und seine Frau auf seine Forderungen an Abt Taman und seinen Bruder Mertt, Conventbruder zu Gottweig, gegen eine ihm nach dem Rathe ehrsamer geistlicher und weltlicher Personen vom Abte geleistete Entschädigung. Falls er, seine Frau oder Erben das Uebereinkommen nicht einhalten, verfallen sie dem Landesfürsten mit 32 lb. d. und der Gegenpartei mit allen Rechten zur Strafe.Siegler: (I.) Achacz Haymel, (II.) Gregorg Talhaÿmer, Dechant zu Mawttarn,1 (III.) der erber Jacob Holczaphell, Bürger zu Maewttarn.Datum: Geben (1441) an sannd Agatha der heyligen junkchfrawn.	Achacz Haymel, Bürger	LOC
1441_IV_19.1	Jane Walchw und Jane Nieemÿeczko, beide Bürger zum Budweis, beurkunden, dass ihnen König Friedrich [IV.] in der Klage gegen den Abt von Kotweig wegen der Schäden, welche sie und die Ihrigen mit vennkchnus, auch an gut gelt tuchern panczirn und aÿn pherdt etc. in dem markcht zum Chotos von des etc. hern Thomans abts zum Chotweisa leuten erlitten haben, vor dem Storhemberg, Pfleger zu der Freinstat, und den erbern dem Bürgermeister, Richter und Rathe daselbst eine Tagsatzung bestimmt hat, an welcher sie selbst und auch Abt Thoman durch seine Anwälte Jorg den Prantner und Hanns Pawngartner ihre Sache vertreten haben. Die bestellten Richter haben ihnen hierauf eine Entschädigung zugesprochen.Siegler: (I.) die erbern der Bürgermeister, Richter und Rath zum Budweis mit dem Stadtsiegel, (II.) der edel Vlreich Podolcze.Datum: Geben (1441) des mitichens vor sand Jorgentags.	Jane Walchw	PER
1441_IV_19	Abt Jacob, Prior Leonhard und der Convent des Klosters zum heil. Agapit in Kremsmunster schliessen mit Abt Thomas, Prior Seyfrid und dem Convente zu Göttweig eine Confraternität und verpflichten sich, nach Erhalt der Todesnachricht eines Göttweiger Mönches noch wenn möglich am selben Abende, sonst aber am nächsten freien Tage für denselben die Vigilien und am darauffolgenden Morgen das Requiem mit derselben Feierlichkeit wie bei den Exequien eines ihrer Mönche abzuhalten.Siegler: (I.) Abt Jacob und (II.) der Convent in Kremsmunster.Datum in Kremsmunster die Mercurii post festum pasce (1441).	Prior Leonhard	PER
1441_IV_24	Jorig Angrer zu Paudarff und Anna seine Frau verkaufen Abt Taman, ihrem Lehensherrn, und dem Convente zu Goettweig ihre Wiese genant peÿ der Maur zenagst Hannsen Smid zu Fuertt und Niclasen Kamrer zu Hoernpach baider wisen gelegen, von welcher an die Abtei zu Goettweig jährlich 8 Wiener d. an sannt Michelstag zu Burgrecht zu zinsen sind.Siegler: (I.) der edel Fridreich der Hochstetter, (II.) der edle Hanns Alinger.Datum: Geben (1441) an sannt Jorigentage des heiligen ritter.	Jorig	PER
1441_VI_30	Der Notar Jodocus Hausner de Nouoforo, Cleriker der Eichstädter Diöcese, beurkundet den Schiedspruch, welchen in einem Streite über die Oblationen in der Wolfgangkapelle zu Forhenfeld in der Pfarre St. Veit zwischen den Aebten Thomas von Göttweig und Stephan von Lilienfeld und deren Conventen die beiderseits durch Compromiss erwählten Schiedsrichter Abt Heinrich von Heiligenkreuz und Propst Kaspar von St. Pölten in seiner Gegenwart fällten:[I.] Hat der Streit diesbezüglich vollends aufzuhören.[II.] Dürfen die Lilienfelder Professen, welche als Vorsteher der Grangie am Orte der Kapelle bestellt werden, nichts zum Schaden der Pfarre St. Veit unternehmen.[III] Sind mit ausdrücklicher Zustimmung des Abtes von Göttweig seinem Stifte zu den Quatemberzeiten 1/3 und dem Stifte Lilienfeld 2/3 der Gaben an Geld, Wachs und anderem zuzuweisen.[IV.] Hat der Abt von Göttweig das Recht, an Festtagen oder an anderen Tagen, wo ein grösserer Zufluss von Leuten stattfindet, einen Conventualen zu bestellen, welcher das Recht der Ueberwachung hat und vom Abte von Lilienfeld nicht weggewiesen werden darf.[V.] Die dawiderhandelnde Partei verfällt einer Strafe von 100 ungarischen Gulden, welche je zur Hälfte der anderen Partei und der grösseren Kirche zu Passau zufallen.[VI.] Die Schiedsrichter reservieren sich das Recht, etwaige Zweifel über ihr Urtheil selbst zu entscheiden.Datum: Acta sunt hec in oppido Wiennensi Pataviensis dyocesis in curia prenominati etc. Caspari prepositi monasterii Sancti Yppoliti canonicorum regularium (1441), indictione quarta, die vero ultima mensis iunii, hora nonarum vel quasi, sacro generali Basiliensi concilio durante ac invictissimo principe domino, domino Friderico Romanorum rege semper augusto regnante.Zeugen: presentibus etc. dominis Iohanne Hutt de Feucht, rectore parrochialis ecclesie in Schonnaw Pataviensis, Perchtoldo Gugk de Mittenwald, in decretis baccalario, Frisingensis diocesis testibus.Siegler: Abt Heinrich von Heiligenkreuz und Propst Kaspar von St. Pölten.	Jodocus Hausner de Nouoforo	PER
1441_VIII_16	König Friedrich IV. entscheidet einen Streit zwischen Göttweig und den Bürgern zu Stein.	Friedrich IV.	PER
1441_X_10	Anno etc. XLI an eritag ante Kolomanni hat Joerig Oberndarffer zu Ekkendarff mit hern hannden, hern Taman abbt zu Goettweig Kathrein seiner hausfrawen unda des Frels zu Kueffarn seligen tachter vermacht all sein gut nach lannds rechten in Osterreich und auf im allen XXXII tl. d. zu verloren hab. Actum anno et die ut supra.	XLI	MISC
1442_IV_24	Katharina, die Frau des Christian Wissinger, beurkundet die Verleihung eines Weingartens zu Stein zu Drittelbau seitens des Stiftes Göttweig an sie und ihre drei Kinder auf Lebenszeit.	Christian Wissinger	PER
